pressure_bar,pressure_cgs,temperature_K,altitude_cm,qc,qt,rg_cm,reff_cm,rw_cm,ndz_cm^-2,kz_cm2_s
1.909999e-05,19.09999,410.84266085942096,97147.74311746287,0.0,0.000134,0.0,0.0,0.0,0.0,96009897256.21187
1.929999e-05,19.29999,412.1335711352613,96447.24965206397,0.0,0.000134,0.0,0.0,0.0,0.0,96079469137.43022
1.9499989999999996e-05,19.499989999999997,413.41517220032335,95758.91292405703,0.0,0.000134,0.0,0.0,0.0,0.0,96146599153.65848
1.969999e-05,19.69999,414.6876290940216,95082.3997430344,0.0,0.000134,0.0,0.0,0.0,0.0,96215393441.615
1.9899990000000002e-05,19.899990000000003,415.9511017159945,94417.39168366481,0.0,0.000134,0.0,0.0,0.0,0.0,96281661807.10614
2.0099989999999997e-05,20.09999,417.20574009425366,93763.5799455535,0.0,0.000134,0.0,0.0,0.0,0.0,96348775685.77644
2.029999e-05,20.29999,418.45169415718425,93120.66778734486,0.0,0.000134,0.0,0.0,0.0,0.0,96413986764.32901
2.0499989999999996e-05,20.499989999999997,419.68910390913703,92488.3699757245,0.0,0.000134,0.0,0.0,0.0,0.0,96479144138.44035
2.069999e-05,20.69999,420.91811431806286,91866.4114938781,0.0,0.000134,0.0,0.0,0.0,0.0,96543777717.08238
2.0899990000000002e-05,20.899990000000003,422.138865365101,91254.52491202866,0.0,0.000134,0.0,0.0,0.0,0.0,96608185831.4262
2.1099989999999997e-05,21.09999,423.35148700840915,90652.45427836585,0.0,0.000134,0.0,0.0,0.0,0.0,96671064574.68094
2.1299990000000002e-05,21.29999,424.556109254665,90059.95179174643,0.0,0.000134,0.0,0.0,0.0,0.0,96734284493.6422
2.1499989999999997e-05,21.499989999999997,425.75286206378587,89476.77879848803,0.0,0.000134,0.0,0.0,0.0,0.0,96796515128.312
2.1699989999999998e-05,21.69999,426.94187043172934,88902.70193693585,0.0,0.000134,0.0,0.0,0.0,0.0,96858829440.95555
2.1899990000000003e-05,21.899990000000003,428.1232493089384,88337.49971861993,0.0,0.000134,0.0,0.0,0.0,0.0,96919029188.7133
2.2099989999999998e-05,22.09999,429.29711872683555,87780.95592650498,0.0,0.000134,0.0,0.0,0.0,0.0,96980647303.80159
2.2299990000000003e-05,22.29999,430.4635986260299,87232.86068675683,0.0,0.000134,0.0,0.0,0.0,0.0,97040631228.11719
2.2499989999999997e-05,22.499989999999997,431.62279400479787,86693.0122093806,0.0,0.000134,0.0,0.0,0.0,0.0,97100035268.99312
2.269999e-05,22.69999,432.77481485046326,86161.2157697622,0.0,0.000134,0.0,0.0,0.0,0.0,97159089810.83493
2.2899990000000004e-05,22.899990000000003,433.9197711507929,85637.28209327009,0.0,0.000134,0.0,0.0,0.0,0.0,97218023977.50926
2.309999e-05,23.09999,435.0577678831546,85121.02776531108,0.0,0.000134,0.0,0.0,0.0,0.0,97276207890.71065
2.329999e-05,23.29999,436.188905036423,84612.27691553225,0.0,0.000134,0.0,0.0,0.0,0.0,97333850415.53131
2.3499989999999998e-05,23.499989999999997,437.31328761048974,84110.8551622194,0.0,0.000134,0.0,0.0,0.0,0.0,97392028428.07689
2.369999e-05,23.69999,438.4310055525074,83616.59775215475,0.0,0.000134,0.0,0.0,0.0,0.0,97447467136.28116
2.389999e-05,23.899990000000003,439.54215390554,83126.58748048921,0.0,0.000134,0.0,0.0,0.0,0.0,97504721210.52263
2.4099985e-05,24.099985,440.64683256096663,82647.58581031518,0.0,0.000134,0.0,0.0,0.0,0.0,97565351030.83586
2.4299979999999996e-05,24.299979999999998,441.74512669135026,82175.25583461454,0.0,0.000134,0.0,0.0,0.0,0.0,97615795268.93431
2.449998e-05,24.49998,442.83712611623713,81708.09052329691,0.0,0.000134,0.0,0.0,0.0,0.0,97670887089.46027
2.469998e-05,24.69998,443.92292088444793,81247.3295085014,0.0,0.000134,0.0,0.0,0.0,0.0,97725918666.05838
2.489998e-05,24.89998,445.00259096762943,80792.83567364053,0.0,0.000134,0.0,0.0,0.0,0.0,97779255954.32803
2.5099980000000002e-05,25.099980000000002,446.076221388133,80344.474465023,0.0,0.000134,0.0,0.0,0.0,0.0,97833788554.06284
2.5299979999999997e-05,25.299979999999998,447.14389710831426,79902.11495522696,0.0,0.000134,0.0,0.0,0.0,0.0,97886956103.08556
2.5499980000000002e-05,25.49998,448.2056931309261,79465.63089233165,0.0,0.000134,0.0,0.0,0.0,0.0,97939829459.61607
2.569998e-05,25.69998,449.26168944890765,79034.89876449118,0.0,0.000134,0.0,0.0,0.0,0.0,97992570864.54716
2.5899979999999998e-05,25.89998,450.3119610457638,78609.8005873749,0.0,0.000134,0.0,0.0,0.0,0.0,98044405376.12233
2.6099980000000003e-05,26.099980000000002,451.3565879342408,78190.21853046353,0.0,0.000134,0.0,0.0,0.0,0.0,98097360227.2073
2.6299979999999998e-05,26.299979999999998,452.3956400696626,77776.03945500299,0.0,0.000134,0.0,0.0,0.0,0.0,98147822818.73727
2.6499980000000002e-05,26.49998,453.42918247474006,77367.15532707206,0.0,0.000134,0.0,0.0,0.0,0.0,98198759472.88213
2.669998e-05,26.69998,454.4572951434134,76963.457959917,0.0,0.000134,0.0,0.0,0.0,0.0,98250328750.63643
2.689998e-05,26.89998,455.48004304192193,76564.84403057858,0.0,0.000134,0.0,0.0,0.0,0.0,98299796495.66766
2.7099980000000003e-05,27.099980000000002,456.4974911928524,76171.2127051978,0.0,0.000134,0.0,0.0,0.0,0.0,98350176737.76712
2.7299979999999998e-05,27.299979999999998,457.509709572342,75782.46608262132,0.0,0.000134,0.0,0.0,0.0,0.0,98399676064.44495
2.749998e-05,27.49998,458.5167631844949,75398.50855169528,0.0,0.000134,0.0,0.0,0.0,0.0,98449396495.60162
2.769998e-05,27.69998,459.518717015246,75019.24670304399,0.0,0.000134,0.0,0.0,0.0,0.0,98498490249.11888
2.789998e-05,27.89998,460.5156310598943,74644.58871554337,0.0,0.000134,0.0,0.0,0.0,0.0,98547077765.68639
2.809998e-05,28.099980000000002,461.5075603049758,74274.44803644481,0.0,0.000134,0.0,0.0,0.0,0.0,98594282143.93762
2.829998e-05,28.299979999999998,462.49456977274275,73908.73896422316,0.0,0.000134,0.0,0.0,0.0,0.0,98643212447.944
2.849998e-05,28.49998,463.4767244321912,73547.35026502595,0.0,0.000134,0.0,0.0,0.0,0.0,98690998539.64305
2.869998e-05,28.69998,464.4539490615431,73190.24119893924,0.0,0.000134,0.0,0.0,0.0,0.0,98712414737.3606
2.889998e-05,28.89998,465.4264293275152,72837.33131885198,0.0,0.000134,0.0,0.0,0.0,0.0,98785562279.27971
2.909998e-05,29.099980000000002,466.39434454687637,72488.52978438468,0.0,0.000134,0.0,0.0,0.0,0.0,98831558096.36536
2.929998e-05,29.299979999999998,467.35761995095703,72143.76213111043,0.0,0.000134,0.0,0.0,0.0,0.0,98877853121.5456
2.949998e-05,29.49998,468.31631553600016,71802.95386785125,0.0,0.000134,0.0,0.0,0.0,0.0,98924563752.45285
2.969998e-05,29.69998,469.27048128151483,71466.0345171209,0.0,0.000134,0.0,0.0,0.0,0.0,98969725831.78409
2.989998e-05,29.89998,470.22017220936465,71132.9319698115,0.0,0.000134,0.0,0.0,0.0,0.0,99016557414.94218
3.0099980000000002e-05,30.099980000000002,471.1654332743866,70803.57950374097,0.0,0.000134,0.0,0.0,0.0,0.0,99059936506.11613
3.0299979999999996e-05,30.299979999999998,472.1063145233694,70477.91018212182,0.0,0.000134,0.0,0.0,0.0,0.0,99106247321.2483
3.049998e-05,30.49998,473.04287091171057,70155.8583106397,0.0,0.000134,0.0,0.0,0.0,0.0,99150330252.7996
3.069998e-05,30.69998,473.975142452973,69837.3618604283,0.0,0.000134,0.0,0.0,0.0,0.0,99194382479.36899
3.089998e-05,30.89998,474.903184152278,69522.35797280972,0.0,0.000134,0.0,0.0,0.0,0.0,99239572778.41653
3.109998e-05,31.099980000000002,475.82704098246074,69210.78587424083,0.0,0.000134,0.0,0.0,0.0,0.0,99282781804.99945
3.129998e-05,31.299979999999998,476.7467529569868,68902.58634182019,0.0,0.000134,0.0,0.0,0.0,0.0,99326237663.77824
3.149998e-05,31.49998,477.6623650651703,68597.70307800343,0.0,0.000134,0.0,0.0,0.0,0.0,99368947878.3312
3.1699980000000003e-05,31.69998,478.57392732025426,68296.07836053833,0.0,0.000134,0.0,0.0,0.0,0.0,99413177721.61443
3.189998e-05,31.89998,479.48147968812765,67997.6577828261,0.0,0.000134,0.0,0.0,0.0,0.0,99454644139.84361
3.209998e-05,32.09998,480.385062197835,67702.38829681127,0.0,0.000134,0.0,0.0,0.0,0.0,99497807591.11903
3.229998e-05,32.29998,481.2847248312616,67410.21629732709,0.0,0.000134,0.0,0.0,0.0,0.0,99540560441.8788
3.249998e-05,32.49998,482.1805025784311,67121.0899528376,0.0,0.000134,0.0,0.0,0.0,0.0,99581865605.58084
3.2699979999999994e-05,32.69998,483.07243044490184,66834.96099372384,0.0,0.000134,0.0,0.0,0.0,0.0,99622903347.36324
3.289998e-05,32.89998,483.96055844369556,66551.7786692935,0.0,0.000134,0.0,0.0,0.0,0.0,99666000288.6046
3.3099980000000004e-05,33.09998,484.84492153464936,66271.49570941164,0.0,0.000134,0.0,0.0,0.0,0.0,99705614898.0791
3.3299979999999995e-05,33.29998,485.7255547536401,65994.06553354856,0.0,0.000134,0.0,0.0,0.0,0.0,99747451162.20767
3.349998e-05,33.49998,486.60250307598665,65719.44221392731,0.0,0.000134,0.0,0.0,0.0,0.0,99788195871.20299
3.369998e-05,33.69998,487.47580150726714,65447.580464336505,0.0,0.000134,0.0,0.0,0.0,0.0,99829054140.11375
3.389998e-05,33.89998,488.34548503817905,65178.436503909186,0.0,0.000134,0.0,0.0,0.0,0.0,99868950278.53487
3.409998e-05,34.09998,489.21158867430046,64911.96801715862,0.0,0.000134,0.0,0.0,0.0,0.0,99909099338.8449
3.429998e-05,34.29998,490.0741524137911,64648.131918532716,0.0,0.000134,0.0,0.0,0.0,0.0,99949576166.003
3.4499980000000004e-05,34.49998,490.93320624036045,64386.887856070054,0.0,0.000134,0.0,0.0,0.0,0.0,99988122058.64061
3.4699979999999995e-05,34.69998,491.7887851741167,64128.1951103521,0.0,0.000134,0.0,0.0,0.0,0.0,100028294353.2707
3.489998e-05,34.89998,492.64092419172715,63872.01517783449,0.0,0.000134,0.0,0.0,0.0,0.0,100066652364.28038
3.5099980000000005e-05,35.09998,493.4896583131258,63618.30829315249,0.0,0.000134,0.0,0.0,0.0,0.0,100106784056.1245
3.5299979999999996e-05,35.29998,494.3350175082199,63367.037284372214,0.0,0.000134,0.0,0.0,0.0,0.0,100144029894.86751
3.549998e-05,35.49998,495.17703180393295,63118.165820988055,0.0,0.000134,0.0,0.0,0.0,0.0,100183184745.61096
3.569998e-05,35.69998,496.01574118456836,62871.657537476705,0.0,0.000134,0.0,0.0,0.0,0.0,100221942632.16449
3.589998e-05,35.89998,496.8511756487067,62627.47603780324,0.0,0.000134,0.0,0.0,0.0,0.0,100260360359.71336
3.609998e-05,36.09998,497.6833601880349,62385.586976806415,0.0,0.000134,0.0,0.0,0.0,0.0,100297286627.42955
3.629998e-05,36.29998,498.5123248150843,62145.956766605275,0.0,0.000134,0.0,0.0,0.0,0.0,100335187863.94366
3.649998e-05,36.49998,499.3381045215635,61908.552138876374,0.0,0.000134,0.0,0.0,0.0,0.0,100372918186.70584
3.6699979999999996e-05,36.69998,500.160729306174,61673.340547560205,0.0,0.000134,0.0,0.0,0.0,0.0,100410533622.64262
3.689998e-05,36.89998,500.98022916764535,61440.28851946546,0.0,0.000134,0.0,0.0,0.0,0.0,100448090009.78987
3.709998e-05,37.09998,501.7966240912574,61209.366539309056,0.0,0.000134,0.0,0.0,0.0,0.0,100483176032.295
3.729998e-05,37.29998,502.60994910952263,60980.54290864128,0.0,0.000134,0.0,0.0,0.0,0.0,100522008145.57031
3.749998e-05,37.49998,503.4202341809266,60753.78739479203,0.0,0.000134,0.0,0.0,0.0,0.0,100557227466.79771
3.7699979999999993e-05,37.69998,504.22749933114875,60529.07041055275,0.0,0.000134,0.0,0.0,0.0,0.0,100593836342.4607
3.789998e-05,37.89998,505.03177454574876,60306.36378116753,0.0,0.000134,0.0,0.0,0.0,0.0,100629397977.93527
3.809998e-05,38.09998,505.8330898368361,60085.63834549861,0.0,0.000134,0.0,0.0,0.0,0.0,100666469066.0325
3.829998e-05,38.29998,506.63147018363026,59866.86672245547,0.0,0.000134,0.0,0.0,0.0,0.0,100701328188.62178
3.849998e-05,38.49998,507.4269406047437,59650.02093044335,0.0,0.000134,0.0,0.0,0.0,0.0,100737805159.98135
3.869998e-05,38.69998,508.21952607964425,59435.07472537609,0.0,0.000134,0.0,0.0,0.0,0.0,100772147869.76253
3.889998e-05,38.89998,509.0092516267825,59222.00124545579,0.0,0.000134,0.0,0.0,0.0,0.0,100808216183.4754
3.909998e-05,39.09998,509.7961422258684,59010.77532591865,0.0,0.000134,0.0,0.0,0.0,0.0,100842227378.8746
3.929998e-05,39.29998,510.58022289519266,58801.37193404205,0.0,0.000134,0.0,0.0,0.0,0.0,100878071306.01707
3.949998e-05,39.49998,511.36152362103036,58593.765016104284,0.0,0.000134,0.0,0.0,0.0,0.0,100913228931.24828
3.9699979999999995e-05,39.69998,512.1400593962301,251715.01241091298,0.0,0.000134,0.0,0.0,0.0,0.0,100946438772.7395
4.0399975e-05,40.399975,514.8484232443512,305008.36318875814,0.0,0.000134,0.0,0.0,0.0,0.0,101060628136.32526
4.149997e-05,41.49997,519.0294724815417,280919.6028604286,0.0,0.000134,0.0,0.0,0.0,0.0,101248818185.5627
4.249997e-05,42.49997,522.7651673767311,276345.16121864476,0.0,0.000134,0.0,0.0,0.0,0.0,101411416971.69112
4.349997e-05,43.49997,526.4398700367406,271947.65581584565,0.0,0.000134,0.0,0.0,0.0,0.0,101571002863.94965
4.4499969999999995e-05,44.49997,530.055938027844,267716.4545613798,0.0,0.000134,0.0,0.0,0.0,0.0,101726302542.41473
4.549997e-05,45.49997,533.6155844324901,263641.7784263522,0.0,0.000134,0.0,0.0,0.0,0.0,101878754672.97192
4.6499969999999997e-05,46.49997,537.1208973099156,259714.61888778114,0.0,0.000134,0.0,0.0,0.0,0.0,102027507202.61546
4.749997e-05,47.49997,540.5738350406987,255926.66443337259,0.0,0.000134,0.0,0.0,0.0,0.0,102173128297.44258
4.849997e-05,48.49997,543.9762511132145,252270.2343194097,0.0,0.000134,0.0,0.0,0.0,0.0,102315637990.03429
4.9499969999999995e-05,49.49997,547.3298991885039,248738.21283213113,0.0,0.000134,0.0,0.0,0.0,0.0,102455412140.09857
5.049997e-05,50.49997,550.6364329841643,245324.00876837957,0.0,0.000134,0.0,0.0,0.0,0.0,102591984741.081
5.1499969999999996e-05,51.49997,553.8974264630376,242021.49095664162,0.0,0.000134,0.0,0.0,0.0,0.0,102726542949.50609
5.249997e-05,52.49997,557.1143634765123,238824.96465196175,0.0,0.000134,0.0,0.0,0.0,0.0,102857565498.90318
5.349997e-05,53.49997,560.2886532188727,235729.12181372684,0.0,0.000134,0.0,0.0,0.0,0.0,102986843380.46466
5.4499969999999994e-05,54.49997,563.4216397371165,232729.01272712793,0.0,0.000134,0.0,0.0,0.0,0.0,103113116478.78842
5.549997e-05,55.49997,566.5145923045897,229818.5010199078,0.0,0.000134,0.0,0.0,0.0,0.0,103237239616.46016
5.6499965e-05,56.499965,569.5687251131535,226997.0875139964,0.0,0.000134,0.0,0.0,0.0,0.0,103359971416.13104
5.749996e-05,57.49996,572.5851977388489,224258.39209006354,0.0,0.000134,0.0,0.0,0.0,0.0,103478827986.57681
5.849996e-05,58.49996,575.5651093121595,221597.888298671,0.0,0.000134,0.0,0.0,0.0,0.0,103596029289.68736
5.949996e-05,59.49996,578.5095094042416,219012.78188620647,0.0,0.000134,0.0,0.0,0.0,0.0,103711604895.7684
6.0499960000000004e-05,60.49996,581.4194024480312,216499.73094993917,0.0,0.000134,0.0,0.0,0.0,0.0,103824771947.56311
6.149996e-05,61.49996,584.2957429946496,214055.5974523999,0.0,0.000134,0.0,0.0,0.0,0.0,103936053414.01535
6.249996e-05,62.49996,587.1394556239475,211677.42395854986,0.0,0.000134,0.0,0.0,0.0,0.0,104045899855.62004
6.349996e-05,63.49996,589.9514198831873,209362.42070530544,0.0,0.000134,0.0,0.0,0.0,0.0,104153572286.74655
6.449996e-05,64.49996,592.7324653864691,207107.966625778,0.0,0.000134,0.0,0.0,0.0,0.0,104258960290.93698
6.549996e-05,65.49996,595.4834068668814,204911.57963233575,0.0,0.000134,0.0,0.0,0.0,0.0,104363774565.80675
6.649996e-05,66.49996,598.205018885596,202770.91734671994,0.0,0.000134,0.0,0.0,0.0,0.0,104465869910.37624
6.749996e-05,67.49996,600.8980362149774,200683.7647836625,0.0,0.000134,0.0,0.0,0.0,0.0,104566829710.56612
6.849996e-05,68.49996,603.5631735311932,198648.02725100023,0.0,0.000134,0.0,0.0,0.0,0.0,104665874368.93735
6.949996e-05,69.49996,606.2011156009924,196661.7196898242,0.0,0.000134,0.0,0.0,0.0,0.0,104763720138.08513
7.049996e-05,70.49996,608.8125221511664,194722.9621153831,0.0,0.000134,0.0,0.0,0.0,0.0,104859843577.42165
7.149996e-05,71.49996,611.39802797624,192828.69311426516,0.0,0.000134,0.0,0.0,0.0,0.0,104954863905.08835
7.2499955e-05,72.499955,613.9582377694825,190980.42661320505,0.0,0.000134,0.0,0.0,0.0,0.0,105048768666.4279
7.349995e-05,73.49995,616.4937365156114,189174.6032157535,0.0,0.000134,0.0,0.0,0.0,0.0,105139756274.86716
7.449995e-05,74.49995,619.0050938598025,187409.06812848823,0.0,0.000134,0.0,0.0,0.0,0.0,105230231604.5258
7.549995e-05,75.49995,621.492849668444,185683.00983783382,0.0,0.000134,0.0,0.0,0.0,0.0,105319159902.61896
7.649995e-05,76.49995,623.9575338056721,183995.04285413027,0.0,0.000134,0.0,0.0,0.0,0.0,105407378791.22153
7.749995e-05,77.49995,626.3996560781186,182343.84670713433,0.0,0.000134,0.0,0.0,0.0,0.0,105493982167.35666
7.849995e-05,78.49995,628.8197013500398,180728.16472373594,0.0,0.000134,0.0,0.0,0.0,0.0,105579301999.33664
7.949995e-05,79.49995,631.2181444925222,179146.79629642784,0.0,0.000134,0.0,0.0,0.0,0.0,105663646476.98828
8.049995e-05,80.49995,633.5954403520019,177598.5989792662,0.0,0.000134,0.0,0.0,0.0,0.0,105746406211.07787
8.149995e-05,81.49995,635.952033843802,176082.47765690266,0.0,0.000134,0.0,0.0,0.0,0.0,105828718706.15437
8.249995e-05,82.49995,638.2883497964419,174597.38889207787,0.0,0.000134,0.0,0.0,0.0,0.0,105909000498.28618
8.349995e-05,83.49995,640.6047981514467,173142.33523293422,0.0,0.000134,0.0,0.0,0.0,0.0,105988793986.5494
8.449995e-05,84.49995,642.9017837791448,171716.36159071748,0.0,0.000134,0.0,0.0,0.0,0.0,106067351823.38542
8.549995e-05,85.49995,645.179691585171,170318.5545471449,0.0,0.000134,0.0,0.0,0.0,0.0,106144806229.56451
8.649995e-05,86.49995,647.4388964795239,168948.03996601963,0.0,0.000134,0.0,0.0,0.0,0.0,106221267742.35312
8.749995e-05,87.49995,649.6797633763167,167602.8698811335,0.0,0.000134,0.0,0.0,0.0,0.0,106296825443.38626
8.8499945e-05,88.499945,651.9026421483246,166285.03153079108,0.0,0.000134,0.0,0.0,0.0,0.0,106372126201.11072
8.949993999999999e-05,89.49994,654.1078778392438,164992.06140363286,0.0,0.000134,0.0,0.0,0.0,0.0,106444986432.37149
9.049994e-05,90.49994,656.2958002383044,163722.67676947732,0.0,0.000134,0.0,0.0,0.0,0.0,106517173260.76622
9.149994e-05,91.49994,658.4667293472415,162476.7263538079,0.0,0.000134,0.0,0.0,0.0,0.0,106589077897.88924
9.249994e-05,92.49994,660.6209800700578,161253.52913059623,0.0,0.000134,0.0,0.0,0.0,0.0,106659703750.26022
9.349993999999999e-05,93.49994,662.7588523549704,160052.43138027028,0.0,0.000134,0.0,0.0,0.0,0.0,106729504108.67773
9.449993999999999e-05,94.49994,664.8806411391603,158872.80604111048,0.0,0.000134,0.0,0.0,0.0,0.0,106798423738.58429
9.549994e-05,95.49994,666.9866363755292,157714.0474141699,0.0,0.000134,0.0,0.0,0.0,0.0,106866897122.83841
9.649994e-05,96.49994,669.0771129800706,156575.57547290256,0.0,0.000134,0.0,0.0,0.0,0.0,106933814893.1933
9.749994e-05,97.49994,671.1523409363276,155456.8307500605,0.0,0.000134,0.0,0.0,0.0,0.0,107000603166.81293
9.849993999999999e-05,98.49994,673.2125851650592,154357.2740316809,0.0,0.000134,0.0,0.0,0.0,0.0,107066110059.31969
9.949993999999999e-05,99.49994,675.2580956278988,51245.39362918059,0.0,0.000134,0.0,0.0,0.0,0.0,107130708454.01979
